#target_name         target_accession query_name query_accession mdl mdl_from mdl_to seq_from seq_to  strand trunc pass_ gc   bias score E_value inc description_of_target                                                                                                                                                 
NZ_MZGT01000054.1    -                Sodium     RF03071         cm  1        55     4934     4990    +      no    1     0.37 0.0  66.8  7.6e-09 !   Clostridium chromiireducens strain DSM 23318 CLCHR_contig000054, whole genome shotgun sequence                                                                        
JACQZP010000026.1    -                Sodium     RF03071         cm  1        55     227735   227677  -      no    1     0.42 0.0  59.3  6.4e-07 !   MAG: Acetobacterium woodii isolate NC_groundwater_1570_Pr3_B-0.1um_42_151 SR-2_scaffold_141_2456125, whole genome shotgun sequence                                    
NZ_BAEV01000060.1    -                Sodium     RF03071         cm  1        55     1339     1395    +      no    1     0.32 0.1  59.2  6.4e-07 !   Clostridium arbusti SL206, whole genome shotgun sequence                                                                                                              
NZ_AZQP01000014.1    -                Sodium     RF03071         cm  1        55     20754    20807   +      no    1     0.43 0.0  59.1  6.9e-07 !   Fervidicella metallireducens AeB contig00014, whole genome shotgun sequence                                                                                           
NZ_LZYT01000010.1    -                Sodium     RF03071         cm  1        55     8908     8852    -      no    1     0.32 0.0  59.0  7.5e-07 !   Clostridium felsineum DSM 794 CLFE_contig000010, whole genome shotgun sequence                                                                                        
JAAYUV010000066.1    -                Sodium     RF03071         cm  1        55     43355    43300   -      no    1     0.43 0.0  59.0  7.6e-07 !   MAG: Peptococcaceae bacterium isolate AS27yjCOA_185 93150_AS27, whole genome shotgun sequence                                                                         
NC_009706.1          -                Sodium     RF03071         cm  1        55     479817   479873  +      no    1     0.28 0.1  58.9  7.7e-07 !   Clostridium kluyveri DSM 555, complete sequence                                                                                                                       
NZ_LITT01000058.1    -                Sodium     RF03071         cm  1        55     265141   265199  +      no    1     0.32 0.0  58.9  8e-07   !   Clostridium ljungdahlii strain ERI-2 scaffold5, whole genome shotgun sequence                                                                                         
NZ_CP029758.2        -                Sodium     RF03071         cm  1        55     944597   944655  +      no    1     0.32 0.0  58.9  8.1e-07 !   Clostridium sp. AWRP chromosome, complete genome                                                                                                                      
NZ_CP011803.1        -                Sodium     RF03071         cm  1        55     506024   506079  +      no    1     0.34 0.0  58.8  8.6e-07 !   Clostridium carboxidivorans P7 chromosome, complete genome                                                                                                            
USAP01000060.1       -                Sodium     RF03071         cm  1        55     617      672     +      no    1     0.34 0.0  58.8  8.6e-07 !   uncultured Clostridiales bacterium isolate UMGS1540 genome assembly, contig: NODE_4286_length_10190_cov_3.983091, whole genome shotgun sequence                       
NZ_LWAE01000007.1    -                Sodium     RF03071         cm  1        55     171655   171715  +      no    1     0.38 0.1  58.7  9.1e-07 !   Clostridium magnum DSM 2767 CLMAG_contig000007, whole genome shotgun sequence                                                                                         
JADBKJ010000012.1    -                Sodium     RF03071         cm  1        55     93449    93503   +      no    1     0.47 0.0  58.4  1e-06   !   Thermoanaerobacter sp. isolate Bu09 bin.9_contig12, whole genome shotgun sequence                                                                                     
NZ_JAESWA010000023.1 -                Sodium     RF03071         cm  1        55     260847   260901  +      no    1     0.35 0.0  58.1  1.3e-06 !   Clostridium sp. YIM B02565 GCM70020046_23, whole genome shotgun sequence                                                                                              
NZ_JH556658.1        -                Sodium     RF03071         cm  1        55     540594   540650  +      no    1     0.47 0.0  57.9  1.4e-06 !   Hungateiclostridium cellulolyticum CD2 Acecescaffold_8, whole genome shotgun sequence                                                                                 
NZ_BCVR01000006.1    -                Sodium     RF03071         cm  1        55     63683    63739   +      no    1     0.33 0.0  57.9  1.4e-06 !   Lactobacillus acidophilus DSM 20079 = JCM 1132 = NBRC 13951 = CIP 76.13 strain NBRC 13951, whole genome shotgun sequence                                              
DHGV01000038.1       -                Sodium     RF03071         cm  1        55     26515    26458   -      no    1     0.43 0.0  57.8  1.5e-06 !   MAG TPA_asm: Pelotomaculum sp. UBA4789 UBA4789_contig_22883, whole genome shotgun sequence                                                                            
PGZZ01000006.1       -                Sodium     RF03071         cm  1        55     106717   106767  +      no    1     0.53 0.0  57.7  1.6e-06 !   Firmicutes bacterium HGW-Firmicutes-16 bjp_ig2069_scaffold_83, whole genome shotgun sequence                                                                          
VEPD01000352.1       -                Sodium     RF03071         cm  1        55     616      561     -      no    1     0.5  0.0  57.7  1.6e-06 !   MAG: Ruminiclostridium sp. isolate MnB_11 Mn-Ruminiclostridium-1_247103, whole genome shotgun sequence                                                                
NZ_RXYA01000007.1    -                Sodium     RF03071         cm  1        55     54956    55011   +      no    1     0.41 0.0  57.6  1.7e-06 !   Acetobacterium paludosum strain DSM 8237 NODE_7_length_179628_cov_35.5344, whole genome shotgun sequence                                                              
PGZZ01000007.1       -                Sodium     RF03071         cm  1        55     48233    48283   +      no    1     0.49 0.0  57.6  1.7e-06 !   Firmicutes bacterium HGW-Firmicutes-16 bjp_ig2069_scaffold_91, whole genome shotgun sequence                                                                          
NZ_LGTC01000001.1    -                Sodium     RF03071         cm  1        55     5436627  5436680 +      no    1     0.5  0.0  57.3  2.1e-06 !   Pseudobacteroides cellulosolvens ATCC 35603 = DSM 2933 ctg1, whole genome shotgun sequence                                                                            
AP009389.1           -                Sodium     RF03071         cm  1        55     434891   434834  -      no    1     0.45 0.0  57.1  2.2e-06 !   Pelotomaculum thermopropionicum SI DNA, complete genome                                                                                                               
NZ_SLUN01000026.1    -                Sodium     RF03071         cm  1        55     83068    83127   +      no    1     0.42 0.0  57.0  2.4e-06 !   Hydrogenispora ethanolica strain LX-B Ga0244694_1026, whole genome shotgun sequence                                                                                   
DULG01000021.1       -                Sodium     RF03071         cm  1        55     25251    25197   -      no    1     0.49 0.0  56.8  2.7e-06 !   TPA_asm: Clostridia bacterium isolate AS04akNAM_103 7427_AS04, whole genome shotgun sequence                                                                          
NZ_ADNY01000026.1    -                Sodium     RF03071         cm  1        55     4588     4533    -      no    1     0.3  0.0  56.7  2.9e-06 !   Lactobacillus amylolyticus DSM 11664 contig00030, whole genome shotgun sequence                                                                                       
NZ_BMBA01000007.1    -                Sodium     RF03071         cm  1        55     155658   155713  +      no    1     0.41 0.0  56.7  2.9e-06 !   Clostridium sp. CSC2 sequence07, whole genome shotgun sequence                                                                                                        
NZ_JAGGLU010000008.1 -                Sodium     RF03071         cm  1        55     36767    36818   +      no    1     0.29 0.0  56.7  2.9e-06 !   Lactobacillus colini strain DSM 101872 Ga0454154_08, whole genome shotgun sequence                                                                                    
NZ_AORV01000068.1    -                Sodium     RF03071         cm  1        55     71821    71765   -      no    1     0.44 0.0  56.6  3e-06   !   Ruminiclostridium cellobioparum subsp. termitidis CT1112 Ct_contig00082, whole genome shotgun sequence                                                                
NZ_FMXC01000011.1    -                Sodium     RF03071         cm  1        55     14131    14075   -      no    1     0.35 0.0  56.5  3.3e-06 !   Lactobacillus kefiranofaciens strain ATCC 43761, whole genome shotgun sequence                                                                                        
NZ_BALU01000001.1    -                Sodium     RF03071         cm  1        55     153853   153910  +      no    1     0.34 0.0  56.3  3.6e-06 !   Lactobacillus kitasatonis DSM 16761 = JCM 1039, whole genome shotgun sequence                                                                                         
NZ_CP063304.1        -                Sodium     RF03071         cm  1        55     1068592  1068650 +      no    1     0.41 0.0  56.3  3.7e-06 !   Blautia sp. LZLJ-3 chromosome, complete genome                                                                                                                        
NZ_ACXX02000001.1    -                Sodium     RF03071         cm  1        55     253505   253451  -      no    1     0.49 0.0  56.2  3.9e-06 !   Ruminiclostridium papyrosolvens DSM 2782 ctg65, whole genome shotgun sequence                                                                                         
NZ_JAEEGB010000004.1 -                Sodium     RF03071         cm  1        55     8817     8870    +      no    1     0.37 0.0  56.1  4.2e-06 !   Clostridium aciditolerans strain DSM 17425 DSM17425_contig_4, whole genome shotgun sequence                                                                           
DFAP01000082.1       -                Sodium     RF03071         cm  1        55     5613     5670    +      no    1     0.47 0.0  56.0  4.5e-06 !   MAG TPA_asm: Pelotomaculum sp. UBA3103 UBA3103_contig_3011, whole genome shotgun sequence                                                                             
NZ_CP047602.1        -                Sodium     RF03071         cm  1        55     89029    88978   -      no    1     0.5  0.0  55.9  4.5e-06 !   Thermoanaerobacterium aotearoense strain SCUT27 chromosome, complete genome                                                                                           
DFRY01000011.1       -                Sodium     RF03071         cm  1        55     17563    17614   +      no    1     0.56 0.0  55.9  4.7e-06 !   MAG TPA_asm: Ruminococcaceae bacterium UBA3451 UBA3451_contig_405, whole genome shotgun sequence                                                                      
NZ_GG700752.1        -                Sodium     RF03071         cm  1        55     125691   125635  -      no    1     0.37 0.0  55.6  5.4e-06 !   Lactobacillus helveticus DSM 20075 = CGMCC 1.1877 strain DSM 20075 SCAFFOLD1, whole genome shotgun sequence                                                           
LM995447.1           -                Sodium     RF03071         cm  1        55     1830287  1830336 +      no    1     0.46 0.0  55.6  5.5e-06 !   [Clostridium] cellulosi genome assembly DG5, chromosome : I                                                                                                           
DBTI01000169.1       -                Sodium     RF03071         cm  1        55     22401    22351   -      no    1     0.55 0.0  55.6  5.6e-06 !   MAG TPA_asm: Ruminococcaceae bacterium UBA1320 UBA1320_contig_2397, whole genome shotgun sequence                                                                     
NZ_AP018549.1        -                Sodium     RF03071         cm  1        55     1853962  1854012 +      no    1     0.31 0.0  55.5  6e-06   !   Lactobacillus paragasseri strain JCM 5343 chromosome, complete genome                                                                                                 
NZ_JACGAG010000002.1 -                Sodium     RF03071         cm  1        55     165670   165615  -      no    1     0.36 0.0  55.4  6.3e-06 !   Clostridium sp. cel8 contig2, whole genome shotgun sequence                                                                                                           
NZ_WJBC01000016.1    -                Sodium     RF03071         cm  1        55     26216    26161   -      no    1     0.45 0.0  55.4  6.4e-06 !   Acetobacterium fimetarium strain DER-2019 NODE_16_length_67904_cov_12.6167, whole genome shotgun sequence                                                             
DLFX01000025.1       -                Sodium     RF03071         cm  1        55     12597    12541   -      no    1     0.49 0.0  55.3  6.5e-06 !   TPA_asm: Firmicutes bacterium UBA7709 UBA7709_contig_11279, whole genome shotgun sequence                                                                             
NZ_JAHLDL010000005.1 -                Sodium     RF03071         cm  1        55     146280   146333  +      no    1     0.39 0.0  55.3  6.5e-06 !   Clostridium bowmanii strain DSM 14206 contig00005, whole genome shotgun sequence                                                                                      
NZ_KK211336.1        -                Sodium     RF03071         cm  1        55     53285    53338   +      no    1     0.41 0.0  55.3  6.7e-06 !   Clostridium beijerinckii HUN142 T483DRAFT_scaffold00002.2, whole genome shotgun sequence                                                                              
NZ_JAEEGB010000018.1 -                Sodium     RF03071         cm  1        55     59708    59656   -      no    1     0.43 0.0  55.3  6.7e-06 !   Clostridium aciditolerans strain DSM 17425 DSM17425_contig_18, whole genome shotgun sequence                                                                          
NZ_ML136873.1        -                Sodium     RF03071         cm  1        55     29024    29075   +      no    1     0.37 0.0  55.2  6.9e-06 !   Lactobacillus xujianguonis strain HT111-2 Scaffold3, whole genome shotgun sequence                                                                                    
CAJURR010000031.1    -                Sodium     RF03071         cm  1        55     23329    23378   +      no    1     0.32 0.0  55.2  7e-06   !   TPA_asm: uncultured Lactobacillus sp. isolate MGBC162746 genome assembly, contig: MGBC162746.31, whole genome shotgun sequence                                        
NZ_KK211291.1        -                Sodium     RF03071         cm  1        55     208030   207974  -      no    1     0.46 0.0  55.0  8e-06   !   Ruminiclostridium cellobioparum DSM 1351 = ATCC 15832 T344DRAFT_scaffold00008.8, whole genome shotgun sequence                                                        
NZ_APMH01000004.1    -                Sodium     RF03071         cm  1        55     155339   155281  -      no    1     0.37 0.0  54.8  9.1e-06 !   Clostridium tyrobutyricum DSM 2637 = ATCC 25755 = JCM 11008 strain ATCC 25755 contig4, whole genome shotgun sequence                                                  
NZ_QPJT01000005.1    -                Sodium     RF03071         cm  1        55     214951   214896  -      no    1     0.48 0.0  54.7  9.2e-06 !   Anaerobacterium chartisolvens strain DSM 27016 Ga0244570_105, whole genome shotgun sequence                                                                           
NZ_GG670121.1        -                Sodium     RF03071         cm  1        55     531921   531873  -      no    1     0.33 0.0  54.5  1.1e-05 !   Lactobacillus johnsonii ATCC 33200 SCAFFOLD2, whole genome shotgun sequence                                                                                           
NZ_LSRN01000100.1    -                Sodium     RF03071         cm  1        55     57003    56957   -      no    1     0.45 0.0  54.4  1.1e-05 !   Alkalibacterium sp. 20 contig9, whole genome shotgun sequence                                                                                                         
SAAS01000004.1       -                Sodium     RF03071         cm  1        55     32770    32820   +      no    1     0.51 0.0  54.3  1.2e-05 !   Clostridia bacterium isolate INTA.CYC.057 contig-100_10, whole genome shotgun sequence                                                                                
NZ_FQXV01000001.1    -                Sodium     RF03071         cm  1        55     661770   661720  -      no    1     0.63 0.0  54.1  1.3e-05 !   Sporobacter termitidis DSM 10068, whole genome shotgun sequence                                                                                                       
NZ_MSQD01000017.1    -                Sodium     RF03071         cm  1        55     11661    11709   +      no    1     0.45 0.0  54.1  1.3e-05 !   Thermoanaerobacterium sp. PSU-2 contig00017, whole genome shotgun sequence                                                                                            
NZ_CAKE01000022.1    -                Sodium     RF03071         cm  1        55     129392   129342  -      no    1     0.31 0.0  54.1  1.4e-05 !   Lactobacillus hominis DSM 23910 = CRBIP 24.179 strain type strain:CRBIP 24.179, whole genome shotgun sequence                                                         
NZ_MZGX01000009.1    -                Sodium     RF03071         cm  1        55     123107   123160  +      no    1     0.46 0.0  54.0  1.4e-05 !   Ruminiclostridium hungatei strain DSM 14427 CLHUN_contig000009, whole genome shotgun sequence                                                                         
NZ_JAHLDV010000039.1 -                Sodium     RF03071         cm  1        55     10879    10826   -      no    1     0.39 0.0  53.9  1.5e-05 !   Clostridium frigoris strain DSM 14204 contig00039, whole genome shotgun sequence                                                                                      
KE993508.1           -                Sodium     RF03071         cm  1        55     523537   523594  +      no    1     0.38 0.0  53.8  1.6e-05 !   Clostridiales bacterium oral taxon 876 str. F0540 genomic scaffold Scaffold90, whole genome shotgun sequence                                                          
NZ_JAAMNH010000012.1 -                Sodium     RF03071         cm  1        55     145923   145870  -      no    1     0.39 0.0  53.8  1.6e-05 !   Clostridium estertheticum strain FP3 scaffold_11, whole genome shotgun sequence                                                                                       
NC_014828.1          -                Sodium     RF03071         cm  1        55     2422764  2422714 -      no    1     0.55 0.0  53.8  1.6e-05 !   Ethanoligenens harbinense YUAN-3, complete sequence                                                                                                                   
DBTI01000094.1       -                Sodium     RF03071         cm  1        55     31308    31258   -      no    1     0.55 0.0  53.7  1.7e-05 !   MAG TPA_asm: Ruminococcaceae bacterium UBA1320 UBA1320_contig_35219, whole genome shotgun sequence                                                                    
NZ_RXHQ01000007.1    -                Sodium     RF03071         cm  1        55     107883   107827  -      no    1     0.42 0.0  53.7  1.7e-05 !   Xylanivirga thermophila strain SYSU GA17129 Scaffold7_1, whole genome shotgun sequence                                                                                
NZ_JAENHN010000032.1 -                Sodium     RF03071         cm  1        55     35954    36013   +      no    1     0.37 0.0  53.6  1.8e-05 !   Clostridium sp. YIM B02505 GCM70020050_32, whole genome shotgun sequence                                                                                              
NZ_BALY01000023.1    -                Sodium     RF03071         cm  1        55     11803    11744   -      no    1     0.35 0.0  53.5  1.9e-05 !   Lactobacillus hamsteri DSM 5661 = JCM 6256, whole genome shotgun sequence                                                                                             
NZ_CP072197.1        -                Sodium     RF03071         cm  1        55     2171355  2171411 +      no    1     0.39 0.0  53.4  2e-05   !   Lactobacillus crispatus strain ATCC 33820 chromosome, complete genome                                                                                                 
NZ_AZEL01000056.1    -                Sodium     RF03071         cm  1        55     48905    48961   +      no    1     0.39 0.0  53.4  2.1e-05 !   Lactobacillus gallinarum DSM 10532 = JCM 2011 strain DSM 10532 NODE_94, whole genome shotgun sequence                                                                 
NZ_CP073653.1        -                Sodium     RF03071         cm  1        55     3830411  3830358 -      no    1     0.43 0.0  53.3  2.1e-05 !   Clostridium beijerinckii strain DSM 791 chromosome, complete genome                                                                                                   
NZ_CAKD01000014.1    -                Sodium     RF03071         cm  1        55     15101    15158   +      no    1     0.4  0.0  53.3  2.1e-05 !   Lactobacillus pasteurii DSM 23907 = CRBIP 24.76 strain type strain:CRBIP 24.76, whole genome shotgun sequence                                                         
NZ_QFGA01000001.1    -                Sodium     RF03071         cm  1        55     1698456  1698398 -      no    1     0.49 0.0  53.3  2.2e-05 !   Pelotomaculum schinkii strain HH Psch_contig000001, whole genome shotgun sequence                                                                                     
NZ_CP015756.1        -                Sodium     RF03071         cm  1        55     1392106  1392163 +      no    1     0.4  0.0  53.3  2.2e-05 !   Clostridium estertheticum subsp. estertheticum strain DSM 8809 chromosome, complete genome                                                                            
NZ_AZFO01000025.1    -                Sodium     RF03071         cm  1        55     6168     6113    -      no    1     0.34 0.0  53.2  2.3e-05 !   Lactobacillus ultunensis DSM 16047 Scaffold25, whole genome shotgun sequence                                                                                          
AP024169.1           -                Sodium     RF03071         cm  1        55     328847   328786  -      no    1     0.29 0.1  53.1  2.4e-05 !   Lachnospiraceae bacterium TB5 DNA, complete genome                                                                                                                    
JAGFXP010000005.1    -                Sodium     RF03071         cm  1        55     60646    60593   -      no    1     0.41 0.0  53.1  2.4e-05 !   Firmicutes bacterium isolate CTSoil_065 scaffold_11, whole genome shotgun sequence                                                                                    
